Date/Time Reported,Date/Time Occurred,Location,Incident,CAD #,Report #,Disposition
3/25/2023 15:42,,Welding,ALARM - Burglary Alarm,23-03-25-004161,,CALLED PRIOR
3/25/2023 14:37,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-25-004159,,UNFOUNDED
3/25/2023 12:19,,Cerro Vista  Islay,ALARM - Elevator Emergency/Alarm,23-03-25-004157,,UNFOUNDED
3/25/2023 8:22,03/25/2023 08:22 am - 03/25/2023 08:34 am,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230385,Closed
3/25/2023 8:22,,Muir Hall,VANDALISM - Malicious Mischief report,23-03-25-004156,230385,REPORT TAKEN
3/25/2023 4:08,,Walter F. Dexter Building,PATROL ACTIVITY - Patrol Check,23-03-25-004153,,COMPLETED- NO REPORT
3/25/2023 1:45,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-03-25-004152,,SUBJECT(S) ADVISED/WARNED
3/25/2023 0:17,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-03-25-004150,,GONE ON ARRIVAL/UNABLE TO LOCATE
3/25/2023 0:09,,Pcv Gypsum,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-25-004149,,COMPLETED- NO REPORT
3/24/2023 23:23,,Yak?ityutyu ,PATROL ACTIVITY - Foot Patrol,23-03-24-004146,,COMPLETED- NO REPORT
3/24/2023 22:28,03/24/2023 10:28 pm - 03/24/2023 11:19 pm,Natatorium,DOCUMENTATION - ORDERED TO LEAVE CAMPUS ADVISEMENT // TRESPASS - Trespass,,230384,Closed
3/24/2023 22:28,,Natatorium,PATROL ACTIVITY - Patrol Check,23-03-24-004145,230384,REPORT TAKEN
3/24/2023 22:09,,Pcv Gypsum,ALARM - Elevator Emergency/Alarm,23-03-24-004144,,COMPLETED- NO REPORT
3/24/2023 21:14,,Pcv Foxen,ALARM - Fire Alarm,23-03-24-004142,,False/Cooking related
3/24/2023 21:04,,Doerr Family Field,DISTURBANCE - Disturbance (specify) In Progress,23-03-24-004141,,COMPLETED- NO REPORT
3/24/2023 20:39,,Pcv Gypsum,CITIZEN ASSIST - Public Assist (specify),23-03-24-004140,,COMPLETED- NO REPORT
3/24/2023 20:29,,Cerro Vista  Cabrillo,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-24-004139,,GONE ON ARRIVAL/UNABLE TO LOCATE
3/24/2023 18:59,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-24-004134,,UNFOUNDED
3/24/2023 18:49,,"Off Campus - 35.32370000,-120.696498",DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-24-004133,,COMPLETED- NO REPORT
3/24/2023 17:22,,Pcv Aliso,TRAFFIC - Traffic Hazard,23-03-24-004131,,COMPLETED- NO REPORT
3/24/2023 16:36,,Alex & Faye Spanos Theatre,ALARM - Fire Alarm,23-03-24-004128,,CALLED PRIOR
3/24/2023 16:14,,Yak?ityutyu - C,ALARM - Elevator Emergency/Alarm,23-03-24-004127,,UNFOUNDED
3/24/2023 14:23,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-24-004124,,UNFOUNDED
3/24/2023 14:16,,Off Campus - 90 Palomar Ave,MEDICAL - Medical Aid,23-03-24-004123,,TURNED OVER TO SLPD
3/24/2023 14:05,,Recreation Center,ALARM - Fire Alarm,23-03-24-004122,,False/Mechanical
3/24/2023 14:02,,Cerro Vista Circle,PARKING - Parking Violation,23-03-24-004121,,TURNED OVER TO TAPS
3/24/2023 13:39,,Pcv Aliso,ALARM - Fire Alarm,23-03-24-004119,,CALLED PRIOR
3/24/2023 11:52,,Pcv Dover,CITIZEN ASSIST - Public Assist (specify),23-03-24-004117,,COMPLETED- NO REPORT
3/24/2023 11:51,,Crandall Gymnasium,ALARM - Fire Alarm,23-03-24-004116,,CALLED PRIOR
3/24/2023 11:45,,Pcv Huasna,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-24-004115,,COMPLETED- NO REPORT
3/24/2023 11:22,09/05/2010 12:00 am - 03/24/2023 12:00 am,Unknown On-campus,PROPERTY - Lost Property,,230383,Inactive
3/24/2023 11:22,,Unknown On-campus,PROPERTY - Lost Property,23-03-24-004114,230383,REPORT TAKEN
3/24/2023 10:25,,Cuesta Avenue,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-24-004111,,COMPLETED- NO REPORT
3/24/2023 10:23,,Lassen Hall,CITIZEN ASSIST - Check The Welfare,23-03-24-004110,,COMPLETED- NO REPORT
3/24/2023 10:13,03/24/2023 10:13 am - 03/24/2023 10:14 am,Kennedy Library,DOCUMENTATION - Bike Impound,,230381,
3/24/2023 10:13,,Kennedy Library,DOCUMENTATION - Bike Impound,23-03-24-004109,230381,REPORT TAKEN
3/24/2023 9:16,,Crandall Gymnasium,LARCENY-THEFT - Theft Report,23-03-24-004105,,COMPLETED- NO REPORT
3/24/2023 8:55,,Cal Poly Police Department,CITIZEN ASSIST - Public Assist (specify),23-03-24-004104,,COMPLETED- NO REPORT
3/24/2023 8:06,,Agricultural Sciences,ALARM - Elevator Emergency/Alarm,23-03-24-004103,,UNFOUNDED
3/24/2023 7:41,,William & Linda Frost Center For Research & Innovation,ALARM - Elevator Emergency/Alarm,23-03-24-004100,,COMPLETED- NO REPORT
3/24/2023 6:29,,Cal Poly Police Department,PROPERTY - Found Property report,23-03-24-004094,,TURNED OVER TO OWNER
3/24/2023 1:27,,Pcv Estrella,VANDALISM - Malicious Mischief report,23-03-24-004092,,COMPLETED- NO REPORT
3/24/2023 0:47,,William & Linda Frost Center For Research & Innovation,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-24-004091,,COMPLETED- NO REPORT
3/24/2023 0:31,,Yak?ityutyu - A,CITIZEN ASSIST - Public Assist (specify),23-03-24-004090,,COMPLETED- NO REPORT
3/24/2023 0:14,,Poly Canyon Village Area,PATROL ACTIVITY - Patrol Check,23-03-24-004089,,IN SERVICE
3/24/2023 0:07,,Pcv Inyo,ALARM - Fire Alarm,23-03-24-004087,,False/Cooking related
3/23/2023 22:49,03/23/2023 10:49 pm - 03/23/2023 10:58 pm,Sierra Madre Tower 2,ALARM - Fire Alarm // DOCUMENTATION - OSRR Referral,,230380,Closed
3/23/2023 22:49,,Sierra Madre Tower 2,ALARM - Fire Alarm,23-03-23-004085,230380,REPORT TAKEN
3/23/2023 22:11,,Crops Science Unit,PATROL ACTIVITY - Foot Patrol,23-03-23-004083,,IN SERVICE
3/23/2023 21:06,,Pcv Huasna,ALARM - Fire Alarm,23-03-23-004082,,False/Cooking related
3/23/2023 20:54,,Cerro Vista  Hollister,ALARM - Fire Alarm,23-03-23-004081,,False/Cooking related
3/23/2023 20:21,,Pcv Corralitos,ALARM - Fire Alarm,23-03-23-004078,,False/Cooking related
3/23/2023 19:29,,Julian A. Mcphee University Union,PATROL ACTIVITY - Foot Patrol,23-03-23-004076,,IN SERVICE
3/23/2023 18:41,,Pcv Gypsum,LARCENY-THEFT - Theft Report,23-03-23-004071,,COMPLETED- NO REPORT
3/23/2023 17:58,,Crandall Gymnasium,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-23-004070,,COMPLETED- NO REPORT
3/23/2023 17:43,,Kennedy Library,LARCENY-THEFT - Theft Report,23-03-23-004069,,GONE ON ARRIVAL/UNABLE TO LOCATE
3/23/2023 16:59,,Agriculture Sciences Area,LARCENY-THEFT - Theft Report,23-03-23-004068,,UNFOUNDED
3/23/2023 16:35,,Dairy Science Unit,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-23-004066,,GONE ON ARRIVAL/UNABLE TO LOCATE
3/23/2023 16:11,,Off Campus - 85 Broad,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-23-004064,,COMPLETED- NO REPORT
3/23/2023 14:57,,Rodeo Arena,PATROL ACTIVITY - Foot Patrol,23-03-23-004062,,IN SERVICE
3/23/2023 14:16,,Cerro Vista  Hollister,PROPERTY - Found Property report,23-03-23-004061,,IN SERVICE
3/23/2023 14:07,,Performing Arts Center,PARKING - Parking Violation,23-03-23-004060,,COMPLETED- NO REPORT
3/23/2023 14:02,,Yak?ityutyu - B,ALARM - Elevator Emergency/Alarm,23-03-23-004059,,COMPLETED- NO REPORT
3/23/2023 13:49,,Spanos Stadium,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-23-004058,,GONE ON ARRIVAL/UNABLE TO LOCATE
3/23/2023 12:41,,Cal Poly Police Department,CITIZEN ASSIST - Citizen Contact,23-03-23-004057,,COMPLETED- NO REPORT
3/23/2023 12:00,,Yak?ityutyu - C,ALARM - Fire Alarm,23-03-23-004056,,False/Cooking related
3/23/2023 11:11,,Vista Grande Area,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-23-004055,,COMPLETED- NO REPORT
3/23/2023 10:42,,North Perimeter Road,VEHICLE - Vehicle Stop,23-03-23-004053,,SUBJECT(S) ADVISED/WARNED
3/23/2023 10:39,,Kennedy Library,FOLLOWUP - Followup,23-03-23-004052,,IN SERVICE
3/23/2023 10:01,,Pcv Aliso,ALARM - Fire Alarm,23-03-23-004051,,False/Cooking related
3/23/2023 9:35,,Administration,PARKING - Parking Violation,23-03-23-004049,,COMPLETED- NO REPORT
3/23/2023 3:24,,Inner Perimeter,PATROL ACTIVITY - Patrol Check,23-03-23-004044,,IN SERVICE
3/23/2023 3:05,,Center For Science,PATROL ACTIVITY - Foot Patrol,23-03-23-004043,,IN SERVICE
3/23/2023 3:02,,Julian A. Mcphee University Union Area,PATROL ACTIVITY - Patrol Check,23-03-23-004042,,IN SERVICE
3/23/2023 0:20,,,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-23-004040,,COMPLETED- NO REPORT
3/22/2023 22:37,,Off Campus - 158 San Jose Ct,MEDICAL - MEDICAL AID - ALCOHOL/DRUG,23-03-22-004039,,TURNED OVER TO SLPD
3/22/2023 22:23,,Pcv Foxen,ALARM - Fire Alarm,23-03-22-004038,,False/Cooking related
3/22/2023 21:36,,Engineering West Area,PARKING - Parking Violation,23-03-22-004036,,DRIVER WARNED/ADVISED
3/22/2023 20:35,,Pcv Foxen,ALARM - Elevator Emergency/Alarm,23-03-22-004035,,COMPLETED- NO REPORT
3/22/2023 19:59,,Yak?ityutyu - D,ALARM - Elevator Emergency/Alarm,23-03-22-004034,,UNFOUNDED
3/22/2023 19:52,,Kennedy Library,VEHICLE - Vehicle Stop,23-03-22-004033,,DRIVER WARNED/ADVISED
3/22/2023 19:41,,California Boulevard,VEHICLE - Vehicle Stop,23-03-22-004032,,COMPLETED- NO REPORT
3/22/2023 19:20,,Julian A. Mcphee University Union,PATROL ACTIVITY - Foot Patrol,23-03-22-004031,,IN SERVICE
3/22/2023 19:18,,Yak?ityutyu - D,ALARM - Fire Alarm,23-03-22-004030,,False/Mechanical
3/22/2023 18:17,,Frank E Pilling Computer Science,ALARM - Fire Alarm,23-03-22-004027,,TURNED OVER TO FACILITY SVS
3/22/2023 17:51,,Yak?ityutyu - B,ALARM - Elevator Emergency/Alarm,23-03-22-004026,,COMPLETED- NO REPORT
3/22/2023 17:34,,Yak?ityutyu - A,ALARM - Elevator Emergency/Alarm,23-03-22-004025,,COMPLETED- NO REPORT
3/22/2023 17:23,03/18/2023 05:00 pm - 03/22/2023 04:30 pm,Ytt Parking Structure,MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230379,Closed
3/22/2023 17:23,,Ytt Parking Structure,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-03-22-004023,230379,REPORT TAKEN
3/22/2023 17:19,,Cerro Vista  Islay,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-22-004022,,COMPLETED- NO REPORT
3/22/2023 14:50,,Fremont Hall,ALARM - Fire Alarm,23-03-22-004016,,False/Cooking related
3/22/2023 11:54,,Fremont Hall,PARKING - Parking Violation,23-03-22-004012,,TURNED OVER TO
3/22/2023 10:56,,Fremont Hall,ALARM - Fire Alarm,23-03-22-004008,,CALLED PRIOR
3/22/2023 7:56,,Fremont Hall,ALARM - Fire Alarm,23-03-22-004003,,TURNED OVER TO FACILITY SVS
3/22/2023 6:33,,Pcv Huasna,ALARM - Fire Alarm,23-03-22-003998,,False/Cooking related
3/22/2023 3:21,,Cal Poly Police Department,ALARM - Equipment Alarm,23-03-22-003997,,TURNED OVER TO
3/22/2023 2:04,,Multi Cultural Center,PATROL ACTIVITY - Patrol Check,23-03-22-003996,,IN SERVICE
3/22/2023 2:03,,Poly Canyon Village Area,PATROL ACTIVITY - Patrol Check,23-03-22-003995,,IN SERVICE
3/22/2023 1:50,,Canyon Circle Parking Structure,DISTURBANCE - Disturbance (specify) In Progress,23-03-22-003994,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
3/22/2023 0:54,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-22-003993,,SECURE/UNKNOWN
3/22/2023 0:18,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-22-003990,,False/Nature
3/22/2023 0:09,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-03-22-003989,,IN SERVICE
3/21/2023 23:53,03/20/2023 11:00 pm - 03/21/2023 11:20 pm,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230376,Closed
3/21/2023 23:53,,Muir Hall,VANDALISM - Malicious Mischief report,23-03-21-003988,230376,REPORT TAKEN
3/21/2023 23:27,,Muir Hall,ALARM - Fire Alarm,23-03-21-003987,,False/Human Error
3/21/2023 23:10,,Off Campus - Longview At Hathaway,CITIZEN ASSIST - Citizen Contact,23-03-21-003986,,SUBJECT(S) ADVISED/WARNED
3/21/2023 22:14,,Zone2 West Of California Blvd,PATROL ACTIVITY - Patrol Check,23-03-21-003984,,IN SERVICE
3/21/2023 21:51,,Poly Canyon Village Pool,ALARM - Burglary Alarm,23-03-21-003982,,SECURE/UNKNOWN
3/21/2023 21:46,01/31/2023 10:55 am - 01/31/2023 11:05 am,Pcv Corralitos,LARCENY-THEFT - GRAND THEFT:MONEY/LABOR/PROPERTY // FRAUD - Acquire/Retain Personal Information ,,230375,Closed
3/21/2023 21:46,,Pcv Corralitos,LARCENY-THEFT - Theft Report,23-03-21-003981,230375,REPORT TAKEN
3/21/2023 21:41,,Off Campus - Mustang Villag,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-21-003980,,TURNED OVER TO SLPD
3/21/2023 21:10,,Pcv Aliso,ALARM - Fire Alarm,23-03-21-003979,,False/Cooking related
3/21/2023 20:05,,H-1 Parking Lot,PATROL ACTIVITY - Patrol Check,23-03-21-003978,,IN SERVICE
3/21/2023 19:55,,Corporation,FRAUD - Fraud report,23-03-21-003976,,COMPLETED- NO REPORT
3/21/2023 19:13,,Pcv Foxen,ALARM - Fire Alarm,23-03-21-003974,,False/Mechanical
3/21/2023 18:50,03/17/2023 12:00 pm - 03/21/2023 06:00 pm,Kennedy Library,LARCENY-THEFT - PETTY THEFT,,230374,Closed
3/21/2023 18:50,,Kennedy Library,LARCENY-THEFT - Theft Report,23-03-21-003972,230374,REPORT TAKEN
3/21/2023 16:55,,Cal Poly Police Department,CITIZEN ASSIST - Keep the Peace,23-03-21-003971,,COMPLETED- NO REPORT
3/21/2023 16:23,,Pcv Inyo,ALARM - Fire Alarm,23-03-21-003968,,False/Cooking related
3/21/2023 15:18,,Kennedy Library,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-03-21-003966,,COMPLETED- NO REPORT
3/21/2023 14:48,,Spanos Stadium,ALARM - Elevator Emergency/Alarm,23-03-21-003965,,TURNED OVER TO FACILITY SVS
3/21/2023 13:00,,Unknown On-campus,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-21-003964,,IN SERVICE
3/21/2023 12:46,,Julian A. Mcphee University Union,PATROL ACTIVITY - Foot Patrol,23-03-21-003963,,IN SERVICE
3/21/2023 8:16,,Cal Poly Police Department,CITIZEN ASSIST - Keep the Peace,23-03-21-003961,,COMPLETED- NO REPORT
3/21/2023 7:45,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-21-003960,,False/Human Error
3/21/2023 0:22,,Yak?ityutyu - G,CITIZEN ASSIST - Check The Welfare,23-03-21-003954,,COMPLETED- NO REPORT
3/20/2023 22:13,,,PATROL ACTIVITY - Patrol Check,23-03-20-003952,,IN SERVICE
3/20/2023 21:47,,Poly Canyon Village Area,PATROL ACTIVITY - Foot Patrol,23-03-20-003949,,IN SERVICE
3/20/2023 21:06,,Yak?ityutyu - H,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-20-003948,,COMPLETED- NO REPORT
3/20/2023 20:13,,Muir Hall,ALARM - Fire Alarm,23-03-20-003947,,False/Mechanical
3/20/2023 20:11,,Village Drive Parking Structure,CITIZEN ASSIST - Public Assist (specify),23-03-20-003945,,COMPLETED- NO REPORT
3/20/2023 19:22,,Pcv Huasna,ALARM - Fire Alarm,23-03-20-003944,,False/Steam
3/20/2023 18:11,03/20/2023 06:11 pm - 03/20/2023 06:45 pm,Orfalea Business Building,LARCENY-THEFT - GRAND THEFT:MONEY/LABOR/PROPERTY,,230373,Closed
3/20/2023 18:11,,Orfalea Business Building,LARCENY-THEFT - Theft Report,23-03-20-003940,230373,REPORT TAKEN
3/20/2023 17:51,03/07/2023 08:00 pm - 03/09/2023 08:00 pm,Sequoia Hall Area,LARCENY-THEFT - PETTY THEFT,,230372,Closed
3/20/2023 17:51,,Sequoia Hall Area,LARCENY-THEFT - Theft Report,23-03-20-003939,230372,REPORT TAKEN
3/20/2023 17:49,03/20/2023 04:00 pm - 03/20/2023 05:30 pm,Recreation Center Area,LARCENY-THEFT - GRAND THEFT:MONEY/LABOR/PROPERTY,,230371,
3/20/2023 17:49,,Recreation Center Area,LARCENY-THEFT - Theft Report,23-03-20-003938,230371,REPORT TAKEN
3/20/2023 17:23,03/20/2023 04:00 pm - 03/20/2023 05:00 pm,Orfalea Business Building,LARCENY-THEFT - PETTY THEFT // MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230370,Closed
3/20/2023 17:23,,Orfalea Business Building,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-03-20-003937,230370,REPORT TAKEN
3/20/2023 17:22,03/20/2023 04:00 pm - 03/20/2023 04:50 pm,Education Building Area,LARCENY-THEFT - PETTY THEFT // MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230369,Closed
3/20/2023 17:22,,Cal Poly Police Department,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-03-20-003936,230369,REPORT TAKEN
3/20/2023 16:59,03/20/2023 01:00 pm - 03/20/2023 04:00 pm,Construction Innovations Center,LARCENY-THEFT - PETTY THEFT,,230368,Closed
3/20/2023 16:59,,Construction Innovations Center,LARCENY-THEFT - Theft Report,23-03-20-003935,230368,REPORT TAKEN
3/20/2023 16:55,,Cal Poly Police Department,CITIZEN ASSIST - Keep the Peace,23-03-20-003934,,COMPLETED- NO REPORT
3/20/2023 15:17,,Cerro Vista  Morro,ALARM - Fire Alarm,23-03-20-003929,,CALLED PRIOR
3/20/2023 15:15,,Crops Science Unit,ALARM - Fire Alarm,23-03-20-003928,,CALLED PRIOR
3/20/2023 11:29,,Inner Perimeter,PATROL ACTIVITY - Foot Patrol,23-03-20-003924,,IN SERVICE
3/20/2023 11:17,,Pcv Buena Vista,ALARM - Fire Alarm,23-03-20-003923,,False/Cooking related
3/20/2023 9:32,,Unknown On-campus,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-20-003921,,False/Human Error
3/20/2023 8:58,,Robert A. Mott Physical Education,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-20-003920,,False/Human Error
3/20/2023 8:48,03/17/2023 02:00 pm - 03/20/2023 08:00 am,Health & Wellbeing Center,MOTOR VEHICLE THEFT - TAKE VEHICLE W/O OWNER'S CONSENT/VEHICLE THEFT,,230367,Closed
3/20/2023 8:48,,Health & Wellbeing Center,MOTOR VEHICLE THEFT - Motor Vehicle Theft Auto,23-03-20-003919,230367,REPORT TAKEN
3/20/2023 8:14,,Cal Poly Police Department,CITIZEN ASSIST - Keep the Peace,23-03-20-003917,,COMPLETED- NO REPORT
3/20/2023 6:29,,Off Campus - Bishops Peak,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-20-003911,,False/Steam
3/20/2023 5:30,,K-1 Parking Lot,VEHICLE - Vehicle Stop,23-03-20-003910,,DRIVER WARNED/ADVISED
3/19/2023 23:01,,Pcv Inyo,ALARM - Fire Alarm,23-03-19-003906,,False/Cooking related
3/19/2023 22:51,,Pcv Estrella,ALARM - Fire Alarm,23-03-19-003904,,TURNED OVER TO ENGINEERING SVS
3/19/2023 22:46,03/17/2023 06:30 pm - 03/19/2023 10:30 pm,Village Drive Parking Structure,LARCENY-THEFT - GRAND THEFT:MONEY/LABOR/PROPERTY,,230365,Closed
3/19/2023 22:46,,Village Drive Parking Structure,LARCENY-THEFT - Theft Report,23-03-19-003903,230365,REPORT TAKEN
3/19/2023 22:09,,Vista Grande Area,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-19-003902,,COMPLETED- NO REPORT
3/19/2023 21:27,,Pcv Estrella,FOLLOWUP - Followup,23-03-19-003901,,IN SERVICE
3/19/2023 20:41,03/19/2023 08:41 pm - 03/19/2023 08:52 pm,Yak?ityutyu ,DOCUMENTATION - General Incident,,230364,Closed
3/19/2023 20:41,,Yak?ityutyu ,LARCENY-THEFT - Theft Report,23-03-19-003900,230364,REPORT TAKEN
3/19/2023 20:21,,Yak?ityutyu - A,ALARM - Elevator Emergency/Alarm,23-03-19-003899,,COMPLETED- NO REPORT
3/19/2023 19:12,,Erhart Agricultural Scien,CITIZEN ASSIST - Escort,23-03-19-003898,,COMPLETED- NO REPORT
3/19/2023 17:25,,Pcv Inyo,ALARM - Fire Alarm,23-03-19-003896,,TURNED OVER TO FACILITY SVS
3/19/2023 17:23,,Frank E Pilling Computer Science,ALARM - Fire Alarm,23-03-19-003895,,TURNED OVER TO FACILITY SVS
3/19/2023 16:26,,Zone 1 East Of California Blvd.,PATROL ACTIVITY - Patrol Check,23-03-19-003893,,IN SERVICE
3/19/2023 16:23,,Pcv Aliso,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-19-003892,,QUIET ON ARRIVAL/QUIET ON DEPARTURE
3/19/2023 13:08,03/17/2023 05:00 pm - 03/18/2023 08:45 am,Pcv Dover,LARCENY-THEFT - PETTY THEFT,,230363,Closed
3/19/2023 13:08,,Pcv Dover,LARCENY-THEFT - Theft Report,23-03-19-003891,230363,REPORT TAKEN
3/19/2023 11:13,,Yak?ityutyu - B,LARCENY-THEFT - Theft Report,23-03-19-003888,,COMPLETED- NO REPORT
3/19/2023 10:28,03/18/2023 02:00 pm - 03/19/2023 02:00 am,Muir Hall,VANDALISM - Vandalism - Less Than $400,,230361,
3/19/2023 10:28,03/18/2023 02:00 pm - 03/19/2023 02:00 am,Tenaya Hall,VANDALISM - Vandalism - Less Than $400,,230362,Closed
3/19/2023 10:28,,Tenaya Hall,VANDALISM - Malicious Mischief report,23-03-19-003886,230362,REPORT TAKEN
3/19/2023 10:25,,Muir Hall,VANDALISM - Malicious Mischief report,23-03-19-003885,230361,REPORT TAKEN
3/19/2023 8:46,03/18/2023 04:30 pm - 03/19/2023 07:30 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230360,Closed
3/19/2023 8:46,,Trinity Hall,VANDALISM - Malicious Mischief report,23-03-19-003883,230360,REPORT TAKEN
3/19/2023 2:31,03/19/2023 02:31 am - 03/19/2023 03:41 am,Trinity Hall,VANDALISM - Vandalism - Less Than $400,,230359,Closed
3/19/2023 2:31,,Muir Hall,DISTURBANCE - Disturbance (specify) In Progress,23-03-19-003880,230359,REPORT TAKEN
3/19/2023 2:04,,Yak?ityutyu - B,MEDICAL - MEDICAL AID - ALCOHOL/DRUG,23-03-19-003878,,COMPLETED- NO REPORT
3/19/2023 1:56,,Pcv Foxen,DISTURBANCE - Disturbance (specify) In Progress,23-03-19-003877,,TURNED OVER TO HOUSING
3/19/2023 1:19,03/18/2023 10:30 pm - 03/19/2023 01:19 am,Pcv Huasna,VANDALISM - VANDALISM ($400 OR MORE),,230358,Closed
3/19/2023 1:19,,Pcv Huasna,VANDALISM - Malicious Mischief report,23-03-19-003876,230358,REPORT TAKEN
3/19/2023 0:22,,Engineering South,ALARM - Equipment Alarm,23-03-19-003875,,TURNED OVER TO FACILITY SVS
3/18/2023 23:51,,Spanos Stadium,PATROL ACTIVITY - Patrol Check,23-03-18-003874,,COMPLETED- NO REPORT
3/18/2023 23:23,03/18/2023 11:23 pm - 03/18/2023 11:46 pm,Yosemite Tower 7,DOCUMENTATION - General Incident // DOCUMENTATION - OSRR Referral,,230357,Closed
3/18/2023 23:23,,Julian A. Mcphee University Union,PATROL ACTIVITY - Patrol Check,23-03-18-003872,,COMPLETED- NO REPORT
3/18/2023 23:23,,Yosemite Tower 7,PROPERTY - Found Property report,23-03-18-003873,230357,REPORT TAKEN
3/18/2023 23:04,,Julian A. Mcphee University Union,DOCUMENTATION - Suspicious circumstances/vehicle/person,23-03-18-003871,,COMPLETED- NO REPORT
3/18/2023 22:31,,Recreation Center Outdoor Pool,ALARM - Burglary Alarm,23-03-18-003870,,COMPLETED- NO REPORT
3/18/2023 22:15,,Off Campus - 500 Block Of Kentuck. 526 Kentucky,ASSIST - Assist Other Agency,23-03-18-003868,,COMPLETED- NO REPORT
3/18/2023 22:10,,Yak?ityutyu - C,CITIZEN ASSIST - Check The Welfare,23-03-18-003869,,COMPLETED- NO REPORT
3/18/2023 21:40,,Subway,LARCENY-THEFT - Theft In Progress,23-03-18-003867,,COMPLETED- NO REPORT
3/18/2023 21:18,03/18/2023 09:18 pm - 03/18/2023 09:59 pm,Pcv Estrella,ASSAULT - Domestic Violence Report // ASSAULT - Battery Upon Spouse or Cohabitant,,230356,Arrest
3/18/2023 21:18,,Pcv Estrella,DISTURBANCE - Disturbance (specify) In Progress,23-03-18-003866,230356,REPORT TAKEN
3/18/2023 20:04,,Advanced Technology Lab,ALARM - Equipment Alarm,23-03-18-003865,,COMPLETED- NO REPORT
3/18/2023 19:58,,Off Campus - 1231 Stenner Creek,DISPATCH - 911 Unknown/Abandoned or Hangup,23-03-18-003864,,COMPLETED- NO REPORT
3/18/2023 19:29,,Pcv Foxen,ALARM - Fire Alarm,23-03-18-003863,,False/Cooking related
3/18/2023 18:57,,Pcv Inyo,ALARM - Fire Alarm,23-03-18-003859,,False/Cooking related
3/18/2023 17:36,,Pcv Corralitos,ALARM - Fire Alarm,23-03-18-003857,,False/Cooking related
3/18/2023 17:27,,H-16 Parking Lot,VEHICLE - Vehicle Stop,23-03-18-003856,,SUBJECT(S) ADVISED/WARNED
